"SecretarialAreaCode","SecretarialAreaTitle","AgencyCode","AgencyTitle","bill","year","type","amount"
"03","Education","239","Frontier Culture Museum of Virginia","1","2022","NGF",735699
"03","Education","239","Frontier Culture Museum of Virginia","1","2022","Total",3177961
"03","Education","239","Frontier Culture Museum of Virginia","1","2023","GF",2701670
"03","Education","239","Frontier Culture Museum of Virginia","1","2023","NGF",780535
"03","Education","239","Frontier Culture Museum of Virginia","1","2023","Total",3482205
"03","Education","239","Frontier Culture Museum of Virginia","1","2024","GF",2681085
"03","Education","239","Frontier Culture Museum of Virginia","1","2024","NGF",780535
"03","Education","239","Frontier Culture Museum of Virginia","1","2024","Total",3461620
"03","Education","241","Richard Bland College","1283","2019","GF",8385398
"03","Education","241","Richard Bland College","1283","2019","NGF",10458466
"03","Education","241","Richard Bland College","1283","2019","Total",18843864
"03","Education","241","Richard Bland College","1283","2020","GF",9367924
"03","Education","241","Richard Bland College","1283","2020","NGF",10528466
"03","Education","241","Richard Bland College","1283","2020","Total",19896390
"03","Education","241","Richard Bland College","1","2021","GF",9801094
"03","Education","241","Richard Bland College","1","2021","NGF",10699410
"03","Education","241","Richard Bland College","1","2021","Total",20500504
"03","Education","241","Richard Bland College","1","2022","GF",10757394
"03","Education","241","Richard Bland College","1","2022","NGF",10699410
"03","Education","241","Richard Bland College","1","2022","Total",21456804
"03","Education","241","Richard Bland College","1","2023","GF",14215486
"03","Education","241","Richard Bland College","1","2023","NGF",10982490
"03","Education","241","Richard Bland College","1","2023","Total",25197976
"03","Education","241","Richard Bland College","1","2024","GF",14895786
"03","Education","241","Richard Bland College","1","2024","NGF",11077490
"03","Education","241","Richard Bland College","1","2024","Total",25973276
"03","Education","242","Christopher Newport University","1283","2019","GF",34150888
"03","Education","242","Christopher Newport University","1283","2019","NGF",132744872
"03","Education","242","Christopher Newport University","1283","2019","Total",166895760
"03","Education","242","Christopher Newport University","1283","2020","GF",36255568
"03","Education","242","Christopher Newport University","1283","2020","NGF",132744872
"03","Education","242","Christopher Newport University","1283","2020","Total",169000440
"03","Education","242","Christopher Newport University","1","2021","GF",39211281
"03","Education","242","Christopher Newport University","1","2021","NGF",134501836
"03","Education","242","Christopher Newport University","1","2021","Total",173713117
"03","Education","242","Christopher Newport University","1","2022","GF",40479881
"03","Education","242","Christopher Newport University","1","2022","NGF",135153336
"03","Education","242","Christopher Newport University","1","2022","Total",175633217
"03","Education","242","Christopher Newport University","1","2023","GF",50301699
"03","Education","242","Christopher Newport University","1","2023","NGF",137909016
"03","Education","242","Christopher Newport University","1","2023","Total",188210715
"03","Education","242","Christopher Newport University","1","2024","GF",51366899
"03","Education","242","Christopher Newport University","1","2024","NGF",137913016
"03","Education","242","Christopher Newport University","1","2024","Total",189279915
"03","Education","244","Online Virginia Network Authority","1283","2019","GF",3e+06
"03","Education","244","Online Virginia Network Authority","1283","2019","NGF",0
"03","Education","244","Online Virginia Network Authority","1283","2019","Total",3e+06
"03","Education","244","Online Virginia Network Authority","1283","2020","GF",3e+06
"03","Education","244","Online Virginia Network Authority","1283","2020","NGF",0
"03","Education","244","Online Virginia Network Authority","1283","2020","Total",3e+06
"03","Education","244","Online Virginia Network Authority","1","2021","GF",4e+06
"03","Education","244","Online Virginia Network Authority","1","2021","NGF",0
"03","Education","244","Online Virginia Network Authority","1","2021","Total",4e+06
"03","Education","244","Online Virginia Network Authority","1","2022","GF",4e+06
"03","Education","244","Online Virginia Network Authority","1","2022","NGF",0
"03","Education","244","Online Virginia Network Authority","1","2022","Total",4e+06
"03","Education","244","Online Virginia Network Authority","1","2023","GF",4e+06
"03","Education","244","Online Virginia Network Authority","1","2023","NGF",0
"03","Education","244","Online Virginia Network Authority","1","2023","Total",4e+06
"03","Education","244","Online Virginia Network Authority","1","2024","GF",4e+06
"03","Education","244","Online Virginia Network Authority","1","2024","NGF",0
"03","Education","244","Online Virginia Network Authority","1","2024","Total",4e+06
"03","Education","245","State Council of Higher Education for Virginia","1283","2019","GF",97787040
"03","Education","245","State Council of Higher Education for Virginia","1283","2019","NGF",7277153
"03","Education","245","State Council of Higher Education for Virginia","1283","2019","Total",105064193
"03","Education","245","State Council of Higher Education for Virginia","1283","2020","GF",109316939
"03","Education","245","State Council of Higher Education for Virginia","1283","2020","NGF",7277153
"03","Education","245","State Council of Higher Education for Virginia","1283","2020","Total",116594092
"03","Education","245","State Council of Higher Education for Virginia","1","2021","GF",109680124
"03","Education","245","State Council of Higher Education for Virginia","1","2021","NGF",7444679
"03","Education","245","State Council of Higher Education for Virginia","1","2021","Total",117124803
"03","Education","245","State Council of Higher Education for Virginia","1","2022","GF",120150499
"03","Education","245","State Council of Higher Education for Virginia","1","2022","NGF",12444679
"03","Education","245","State Council of Higher Education for Virginia","1","2022","Total",132595178
"03","Education","245","State Council of Higher Education for Virginia","1","2023","GF",144501720
"03","Education","245","State Council of Higher Education for Virginia","1","2023","NGF",12519422
"03","Education","245","State Council of Higher Education for Virginia","1","2023","Total",157021142
"03","Education","245","State Council of Higher Education for Virginia","1","2024","GF",194009281
"03","Education","245","State Council of Higher Education for Virginia","1","2024","NGF",12519422
"03","Education","245","State Council of Higher Education for Virginia","1","2024","Total",206528703
"03","Education","246","University of Virginia's College at Wise","1283","2019","GF",19335069
"03","Education","246","University of Virginia's College at Wise","1283","2019","NGF",27105866
"03","Education","246","University of Virginia's College at Wise","1283","2019","Total",46440935
"03","Education","246","University of Virginia's College at Wise","1283","2020","GF",23522565
"03","Education","246","University of Virginia's College at Wise","1283","2020","NGF",26962513
"03","Education","246","University of Virginia's College at Wise","1283","2020","Total",50485078
"03","Education","246","University of Virginia's College at Wise","1","2021","GF",22092157
"03","Education","246","University of Virginia's College at Wise","1","2021","NGF",29563518
"03","Education","246","University of Virginia's College at Wise","1","2021","Total",51655675
"03","Education","246","University of Virginia's College at Wise","1","2022","GF",23305769
"03","Education","246","University of Virginia's College at Wise","1","2022","NGF",33313130
"03","Education","246","University of Virginia's College at Wise","1","2022","Total",56618899
"03","Education","246","University of Virginia's College at Wise","1","2023","GF",33715849
"03","Education","246","University of Virginia's College at Wise","1","2023","NGF",30882821
"03","Education","246","University of Virginia's College at Wise","1","2023","Total",64598670
"03","Education","246","University of Virginia's College at Wise","1","2024","GF",33016859
